Data ID,Iteration,Extracted text from Extractor Agent,Prompt used for Summarizer Agent,Generated About,ROUGE-1 score,ROUGE-2 score,ROUGE-L score,README,Ground truth description,Final Summarizer Prompt
0,0,React components for efficiently rendering large lists and tabular data.,"
Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>
 
The output should include only a short term/phrase introducing the repository.
",Efficient React Components for Large Lists and Tables,0.7777777777777777,0.5,0.6666666666666665,"b'\n\nReact components for efficiently rendering large lists and tabular data.\nCheck out  for some examples.\n\n### If you like this project, \xf0\x9f\x8e\x89  or \xe2\x98\x95 \n\n### Sponsors\n\nThe following wonderful companies have sponsored react-virtualized:\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n## A word about \n\nIf youre considering adding  to a project, take a look at  as a possible lighter-weight alternative. \n\n## Getting started\n\nInstall  using npm.\n\n\n\nES6, CommonJS, and UMD builds are available with each distribution.\nFor example:\n\n\n\nNote webpack 4 makes this optimization itself, see the .\n\nIf the above syntax looks too cumbersome, or you import react-virtualized components from a lot of places, you can also configure a Webpack alias. For example:\n\n\n\nThen you can just import like so:\n\n\n\nYou can also use a global-friendly UMD build:\n\n\n\nNow youre ready to start using the components.\nYou can learn more about which components react-virtualized has to offer .\n\n## Dependencies\n\nReact Virtualized has very few dependencies and most are managed by NPM automatically.\nHowever the following peer dependencies must be specified by your project in order to avoid version conflicts:\n,\n.\nNPM will not automatically install these for you but it will show you a warning message with instructions on how to install them.\n\n## Pure Components\n\nBy default all react-virtualized components use  to avoid re-rendering unless props or state has changed.\nThis occasionally confuses users when a collections data changes (eg  => ) but props do not (eg ).\n\nThe solution to this is to let react-virtualized know that something external has changed.\nThis can be done a couple of different ways.\n\n###### Pass-thru props\n\nThe  method will detect changes to any props, even if they arent declared as .\nThis means you can also pass through additional properties that affect cell rendering to ensure changes are detected.\nFor example, if youre using  to render a list of items that may be re-sorted after initial render- react-virtualized would not normally detect the sort operation because none of the properties it deals with change.\nHowever you can pass through the additional sort property to trigger a re-render.\nFor example:\n\n\n\n###### Public methods\n\n and  components can be forcefully re-rendered using .\nFor  and , youll need to call  to ensure that the inner  is also updated. For , youll need to call  to ensure that the inner s are updated.\n\n## Documentation\n\nAPI documentation available .\n\nThere are also a couple of how-to guides:\n\n- \n- \n- \n- \n- \n- \n\n## Examples\n\nExamples for each component can be seen in .\n\nHere are some online demos of each component:\n\n- \n- \n- \n- \n- \n- \n- \n- \n- \n- \n- \n- \n- \n\nAnd here are some ""recipe"" type demos:\n\n- \n- \n- \n- \n- \n\n## Supported Browsers\n\nreact-virtualized aims to support all evergreen browsers and recent mobile browsers for iOS and Android. IE 9+ is also supported (although IE 9 will require some user-defined, custom CSS since flexbox layout is not supported).\n\nIf you find a browser-specific problem, please report it along with a repro case. The easiest way to do this is probably by forking .\n\n## Friends\n\nHere are some great components built on top of react-virtualized:\n\n- : Infinite scrolling date-picker with localization, themes, keyboard support, and more\n- : Higher-order components to turn any list into an animated, touch-friendly, sortable list\n- : Drag-and-drop sortable representation of hierarchical data\n- : Checkbox group component with virtualization for large number of options\n- : Drop-down menu for React with windowing to support large numbers of options.\n- : A reactive tree component that aims to render large sets of tree structured data in an elegant and performant way\n- : A calendar timeline component that is capable of displaying and interacting with a large number of items\n\n## Contributions\n\nUse  for requests.\n\nI actively welcome pull requests; learn how to .\n\n## Changelog\n\nChanges are tracked in the .\n\n## License\n\n_react-virtualized_ is available under the MIT License.\n'",React components for efficiently rendering large lists and tabular data
0,1,React components for efficiently rendering large lists and tabular data.,"Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>

The output should prioritize extracting any existing tagline, functional description, purpose statement, or overview from the beginning of the extracted text, and include only a short term/phrase introducing the repository.",Efficient React Components for Large Lists and Tables,0.7777777777777777,0.5,0.6666666666666665
0,2,React components for efficiently rendering large lists and tabular data.,"Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>

The output must directly use any existing tagline, functional description, purpose statement, or overview from the beginning of the extracted text without rephrasing it, and include only a short term/phrase introducing the repository.",N/A,0.0,0.0,0.0
0,3,React components for efficiently rendering large lists and tabular data.,"Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>

The output must prioritize directly using any existing tagline, functional description, purpose statement, or overview from the beginning of the extracted text without rephrasing it, and include only a short term/phrase introducing the repository. If the extracted text matches the description completely, output it as-is.",React components for efficiently rendering large lists and tabular data.,1.0,1.0,1.0
1,0,"Kysely (pronounce “Key-Seh-Lee”) is a type-safe and autocompletion-friendly TypeScript SQL query builder. Kysely makes sure you only refer to tables and columns that are visible to the part of the query you're writing. The result type only has the selected columns with correct types and aliases. As an added bonus, you get autocompletion for all that stuff.

Kysely is able to infer column names, aliases, and types from selected subqueries, joined subqueries, and pretty much anything you can think of. It offers escape hatches for situations where things cannot be typed at compile time. All API documentation is written in the typing files, and you can simply hover over the module, class, or method you're using to see it in your IDE.","
Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>
 
The output should include only a short term/phrase introducing the repository.
",Type-safe TypeScript SQL Query Builder,0.923076923076923,0.9090909090909091,0.923076923076923,"b'\n\n\n\n\n\n\n\n\n\n\n\n# \n\nKysely (pronounce \xe2\x80\x9cKey-Seh-Lee\xe2\x80\x9d) is a type-safe and autocompletion-friendly typescript SQL query builder.\nInspired by . Mainly developed for  but also \nruns on all other javascript environments like .\n\n\n\nKysely makes sure you only refer to tables and columns that are visible to the part of the query\nyoure writing. The result type only has the selected columns with correct types and aliases. As an\nadded bonus you get autocompletion for all that stuff.\n\nAs shown in the gif above, through the pure magic of modern typescript, Kysely is even able to parse\nthe alias given to  and add the  column to the result row type. Kysely is able to infer\ncolumn names, aliases and types from selected subqueries, joined subqueries,  statements and pretty\nmuch anything you can think of.\n\nOf course there are cases where things cannot be typed at compile time, and Kysely offers escape\nhatches for these situations. See the \nand the  for more info.\n\nAll API documentation is written in the typing files and you can simply hover over the module, class\nor method youre using to see it in your IDE. The same documentation is also hosted .\n\nIf you start using Kysely and cant find something youd want to use, please open an issue or join our\n.\n\n# Getting started\n\nPlease visit our documentation site  to get started. We also have a comprehensive\nAPI documentation hosted  but you can access the same\ndocumentation in your IDE by hovering over a class/method/property/whatever.\n\n# Contributors\n\n\n    \n        \n    \n    \n    Want to contribute? Check out our contribution guidelines.\n\n\n\n    \n        \n    \n\n'",A type-safe typescript SQL query builder
