Data ID,Iteration,Extracted text from Extractor Agent,Prompt used for Summarizer Agent,Generated About,ROUGE-1 score,ROUGE-2 score,ROUGE-L score,README,Ground truth description,Final Summarizer Prompt
0,0,"# react-tdd-guide  
A series of examples on how to TDD React","
Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>
 
The output should include only a short term/phrase introducing the repository.
",React Test-Driven Development Examples,0.2857142857142857,0.0,0.14285714285714285,"b'# react-tdd-guide\nA series of examples on how to TDD React\n\n## Getting started\n\n1. install \n- Grab an editor or IDE. I recommend Webstorm, Atom, and VIM, in that order.\n-  ...\n-  OR if v4 of node.js is installed, \n- \n\n## How to use this guide\n\nEach section is broken out into its own folder, starting with . What youll find there is the finished example. I am experimenting with using the  and comments to drive the guide itself. Feedback on whether this works or not would be appreciated.\n\nEach commit that is suffixed with ""- red"" can be checked out separately to examine the failing test. Each commit that is suffixed with ""- green"" shows how I finally passed the failing assertion.\n\nLooking at the history for each section will show you only the steps needed to drive that part of the application.\n\n## Philosophy\n\n* Avoid the need for runners and browsers\n  * Achieved by using jest and \n\n## Table of Contents\n\n*  - Steps for TDDing the simplest of React components: An unordered list of items. Start here if youre not familiar with TDDing React and want to see a simple introduction.\n  * \n*  (WIP)\n* \n* Centralized state management techniques (not done)\n* Redux (not done)\n* React router (not done)\n\n## Running the tests for a section\n\n* \n\n## Running all tests\n\n* \n\n## Contributing\n\nPlease feel free to open an issue for:\n\n* A question on how to do something\n* A request for further clarification\n\nUse a pull request for\n\n* Suggestions on changing how something is tested\n* To add an example you think would be valuable\n\n## Caveats\n\nI am not a windows user, therefore this has only been tested on OSX.\n'",A series of examples on how to TDD React
0,1,"# react-tdd-guide  
A series of examples on how to TDD React","Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository. If a tagline, functional description, purpose statement, or overview is present at the beginning of the extracted text, prioritize using that in the summary:

<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>

The output should include only a short term/phrase introducing the repository.",A guide to Test-Driven Development in React,0.35294117647058826,0.0,0.35294117647058826
0,2,"# react-tdd-guide  
A series of examples on how to TDD React","Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository. If a tagline, functional description, purpose statement, or overview is present at the beginning of the extracted text and matches the main idea, use it directly for the summary:

<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>

The output should include only a short term/phrase introducing the repository.",A series of examples on how to TDD React,1.0,1.0,1.0
0,3,"# OpenMTP | Android File Transfer for macOS

## Introduction

### Advanced Android File Transfer Application for macOS.

Transferring files between macOS and Android or any other MTP devices has always been a nightmare. There are a few File Transfer MTP apps which are available online but most of them are either too expensive or come with bad UI/UX. The official ""Android File Transfer"" app for macOS from Google comes with bugs, innumerable limitations, some of which include - not being able to transfer files larger than 4GB, frequent disconnections, unable to rename the folders or files on the android/MTP devices. Most of the other apps available online uses either WiFi or ADB protocol to transfer the files, which is an extremely time-consuming process.

Countless searches to find an app to solve these problems and failing to find one made me restless. So, I took the leap and decided to create an app for us that could help us have a smooth and hassle-free file transfer process from macOS to Android/MTP devices. Created with the objective of giving back to the community, we can all use this app for free in this lifetime.","
Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>
 
The output should include only a short term/phrase introducing the repository.
",OpenMTP: Seamless Android File Transfer for macOS,0.7999999999999999,0.4615384615384615,0.7999999999999999
0,4,"# NCRF++: An Open-source Neural Sequence Labeling Toolkit

## Introduction

Sequence labeling models are quite popular in many NLP tasks, such as Named Entity Recognition (NER), part-of-speech (POS) tagging, and word segmentation. State-of-the-art sequence labeling models mostly utilize the CRF structure with input word features. LSTM (or bidirectional LSTM) is a popular deep learning-based feature extractor in sequence labeling tasks, and CNN can also be used due to faster computation. Features within words are also useful for representation, which can be captured by character LSTM or character CNN structures or human-defined neural features.

NCRF++ is a PyTorch-based framework with flexible choices of input features and output structures. The design of neural sequence labeling models with NCRF++ is fully configurable through a configuration file, which does not require any code work. NCRF++ can be regarded as a neural network version of a famous statistical CRF framework.

This framework has been accepted as a demonstration paper, and the detailed experiment report and analysis using NCRF++ has been accepted as the best paper.

NCRF++ supports different structure combinations on three levels: character sequence representation, word sequence representation, and inference layer.

* Character sequence representation: character LSTM, character GRU, character CNN, and handcrafted word features.
* Word sequence representation: word LSTM, word GRU, word CNN.
* Inference layer: Softmax, CRF.","
Summarize the following extracted text from a Github repository README into a short term/phrase introducing the repository:
<EXTRACTED_README>
$extracted_text
</EXTRACTED_README>
 
The output should include only a short term/phrase introducing the repository.
",NCRF++: A Configurable Neural Sequence Labeling Toolkit in PyTorch,0.30769230769230765,0.2162162162162162,0.30769230769230765
0,5,"# NCRF++: An Open-source Neural Sequence Labeling Toolkit

## Introduction

Sequence labeling models are quite popular in many NLP tasks, such as Named Entity Recognition (NER), part-of-speech (POS) tagging, and word segmentation. State-of-the-art sequence labeling models mostly utilize the CRF structure with input word features. LSTM (or bidirectional LSTM) is a popular deep learning-based feature extractor in sequence labeling tasks, and CNN can also be used due to faster computation. Features within words are also useful for representation, which can be captured by character LSTM or character CNN structures or human-defined neural features.

NCRF++ is a PyTorch-based framework with flexible choices of input features and output structures. The design of neural sequence labeling models with NCRF++ is fully configurable through a configuration file, which does not require any code work. NCRF++ can be regarded as a neural network version of a famous statistical CRF framework.

This framework has been accepted as a demonstration paper, and the detailed experiment report and analysis using NCRF++ has been accepted as the best paper.

NCRF++ supports different structure combinations on three levels: character sequence representation, word sequence representation, and inference layer.

* Character sequence representation: character LSTM, character GRU, character CNN, and handcrafted word features.
* Word sequence representation: word LSTM, word GRU, word CNN.
* Inference layer: Softmax, CRF.","Summarize the following extracted text from a GitHub repository README into a short term/phrase introducing the repository. If the text includes a tagline, functional description, purpose statement, or overview, prioritize using that information for the summary:  
<EXTRACTED_README>  
$extracted_text  
</EXTRACTED_README>  

The output should include only a short term/phrase introducing the repository.",NCRF++: A Configurable PyTorch Toolkit for Neural Sequence Labeling,0.30769230769230765,0.16216216216216217,0.2564102564102564
0,6,"# NCRF++: An Open-source Neural Sequence Labeling Toolkit

## Introduction

Sequence labeling models are quite popular in many NLP tasks, such as Named Entity Recognition (NER), part-of-speech (POS) tagging, and word segmentation. State-of-the-art sequence labeling models mostly utilize the CRF structure with input word features. LSTM (or bidirectional LSTM) is a popular deep learning-based feature extractor in sequence labeling tasks, and CNN can also be used due to faster computation. Features within words are also useful for representation, which can be captured by character LSTM or character CNN structures or human-defined neural features.

NCRF++ is a PyTorch-based framework with flexible choices of input features and output structures. The design of neural sequence labeling models with NCRF++ is fully configurable through a configuration file, which does not require any code work. NCRF++ can be regarded as a neural network version of a famous statistical CRF framework.

This framework has been accepted as a demonstration paper, and the detailed experiment report and analysis using NCRF++ has been accepted as the best paper.

NCRF++ supports different structure combinations on three levels: character sequence representation, word sequence representation, and inference layer.

* Character sequence representation: character LSTM, character GRU, character CNN, and handcrafted word features.
* Word sequence representation: word LSTM, word GRU, word CNN.
* Inference layer: Softmax, CRF.","Summarize the following extracted text from a GitHub repository README into a short term/phrase introducing the repository. If the text includes a tagline, functional description, purpose statement, or overview, prioritize using that information for the summary. Ensure the summary captures key components and use cases such as sequence labeling tasks, character/word LSTM/CNN, and softmax/CRF:  
<EXTRACTED_README>  
$extracted_text  
</EXTRACTED_README>  

The output should include only a short term/phrase introducing the repository.",NCRF++: A Configurable PyTorch Toolkit for Neural Sequence Labeling Tasks,0.35,0.21052631578947367,0.3
0,7,"# NCRF++: An Open-source Neural Sequence Labeling Toolkit

## Introduction

Sequence labeling models are quite popular in many NLP tasks, such as Named Entity Recognition (NER), part-of-speech (POS) tagging, and word segmentation. State-of-the-art sequence labeling models mostly utilize the CRF structure with input word features. LSTM (or bidirectional LSTM) is a popular deep learning-based feature extractor in sequence labeling tasks, and CNN can also be used due to faster computation. Features within words are also useful for representation, which can be captured by character LSTM or character CNN structures or human-defined neural features.

NCRF++ is a PyTorch-based framework with flexible choices of input features and output structures. The design of neural sequence labeling models with NCRF++ is fully configurable through a configuration file, which does not require any code work. NCRF++ can be regarded as a neural network version of a famous statistical CRF framework.

This framework has been accepted as a demonstration paper, and the detailed experiment report and analysis using NCRF++ has been accepted as the best paper.

NCRF++ supports different structure combinations on three levels: character sequence representation, word sequence representation, and inference layer.

* Character sequence representation: character LSTM, character GRU, character CNN, and handcrafted word features.
* Word sequence representation: word LSTM, word GRU, word CNN.
* Inference layer: Softmax, CRF.","Summarize the following extracted text from a GitHub repository README into a short term/phrase introducing the repository. If the text includes a tagline, functional description, purpose statement, or overview, prioritize using that information for the summary. Ensure the summary captures key components and use cases such as sequence labeling tasks, character/word LSTM/CNN, and softmax/CRF. If a tagline or purpose statement is already present at the beginning of the text, prioritize using it directly:  
<EXTRACTED_README>  
$extracted_text  
</EXTRACTED_README>  

The output should include only a short term/phrase introducing the repository.",NCRF++: A Configurable PyTorch Toolkit for Neural Sequence Labeling Tasks,0.35,0.21052631578947367,0.3
0,8,"# NCRF++: An Open-source Neural Sequence Labeling Toolkit

## Introduction

Sequence labeling models are quite popular in many NLP tasks, such as Named Entity Recognition (NER), part-of-speech (POS) tagging, and word segmentation. State-of-the-art sequence labeling models mostly utilize the CRF structure with input word features. LSTM (or bidirectional LSTM) is a popular deep learning-based feature extractor in sequence labeling tasks, and CNN can also be used due to faster computation. Features within words are also useful for representation, which can be captured by character LSTM or character CNN structures or human-defined neural features.

NCRF++ is a PyTorch-based framework with flexible choices of input features and output structures. The design of neural sequence labeling models with NCRF++ is fully configurable through a configuration file, which does not require any code work. NCRF++ can be regarded as a neural network version of a famous statistical CRF framework.

This framework has been accepted as a demonstration paper, and the detailed experiment report and analysis using NCRF++ has been accepted as the best paper.

NCRF++ supports different structure combinations on three levels: character sequence representation, word sequence representation, and inference layer.

* Character sequence representation: character LSTM, character GRU, character CNN, and handcrafted word features.
* Word sequence representation: word LSTM, word GRU, word CNN.
* Inference layer: Softmax, CRF.","Summarize the following extracted text from a GitHub repository README into a short term/phrase introducing the repository. If the text includes a tagline, functional description, purpose statement, or overview, prioritize using that information for the summary, especially if it appears at the beginning of the text. Ensure the summary captures key components and use cases such as sequence labeling tasks, character/word LSTM/CNN, and softmax/CRF. If a tagline or purpose statement is already present at the beginning of the text, use it directly:  
<EXTRACTED_README>  
$extracted_text  
</EXTRACTED_README>  

The output should include only a short term/phrase introducing the repository.",NCRF++: A Configurable PyTorch Toolkit for Neural Sequence Labeling Tasks,0.35,0.21052631578947367,0.3
0,9,"# NCRF++: An Open-source Neural Sequence Labeling Toolkit

## Introduction

Sequence labeling models are quite popular in many NLP tasks, such as Named Entity Recognition (NER), part-of-speech (POS) tagging, and word segmentation. State-of-the-art sequence labeling models mostly utilize the CRF structure with input word features. LSTM (or bidirectional LSTM) is a popular deep learning-based feature extractor in sequence labeling tasks, and CNN can also be used due to faster computation. Features within words are also useful for representation, which can be captured by character LSTM or character CNN structures or human-defined neural features.

NCRF++ is a PyTorch-based framework with flexible choices of input features and output structures. The design of neural sequence labeling models with NCRF++ is fully configurable through a configuration file, which does not require any code work. NCRF++ can be regarded as a neural network version of a famous statistical CRF framework.

This framework has been accepted as a demonstration paper, and the detailed experiment report and analysis using NCRF++ has been accepted as the best paper.

NCRF++ supports different structure combinations on three levels: character sequence representation, word sequence representation, and inference layer.

* Character sequence representation: character LSTM, character GRU, character CNN, and handcrafted word features.
* Word sequence representation: word LSTM, word GRU, word CNN.
* Inference layer: Softmax, CRF.","Summarize the following extracted text from a GitHub repository README into a short term/phrase introducing the repository. If the text includes a tagline, functional description, purpose statement, or overview, especially at the beginning, prioritize using that information for the summary. Ensure the summary captures key components and use cases such as sequence labeling tasks, character/word LSTM/CNN, and softmax/CRF. If a tagline or purpose statement is already present at the beginning of the text, use it directly. The output should include only a short term/phrase introducing the repository.",Sequence Labeling with LSTM/CNN and CRF,0.32432432432432434,0.17142857142857143,0.32432432432432434
0,10,"# NCRF++: An Open-source Neural Sequence Labeling Toolkit

## Introduction

Sequence labeling models are quite popular in many NLP tasks, such as Named Entity Recognition (NER), part-of-speech (POS) tagging, and word segmentation. State-of-the-art sequence labeling models mostly utilize the CRF structure with input word features. LSTM (or bidirectional LSTM) is a popular deep learning-based feature extractor in sequence labeling tasks, and CNN can also be used due to faster computation. Features within words are also useful for representation, which can be captured by character LSTM or character CNN structures or human-defined neural features.

NCRF++ is a PyTorch-based framework with flexible choices of input features and output structures. The design of neural sequence labeling models with NCRF++ is fully configurable through a configuration file, which does not require any code work. NCRF++ can be regarded as a neural network version of a famous statistical CRF framework.

This framework has been accepted as a demonstration paper, and the detailed experiment report and analysis using NCRF++ has been accepted as the best paper.

NCRF++ supports different structure combinations on three levels: character sequence representation, word sequence representation, and inference layer.

* Character sequence representation: character LSTM, character GRU, character CNN, and handcrafted word features.
* Word sequence representation: word LSTM, word GRU, word CNN.
* Inference layer: Softmax, CRF.","Summarize the following extracted text from a GitHub repository README into a short term/phrase introducing the repository. Prioritize using any tagline, functional description, purpose statement, or overview found at the beginning of the text for the summary. Ensure the summary captures key components and use cases such as sequence labeling tasks, character/word LSTM/CNN, and softmax/CRF. The output should be a concise term/phrase that introduces the repository.","""Sequence Labeling with LSTM/CNN and CRF""",0.32432432432432434,0.17142857142857143,0.32432432432432434
